0,204,31,5
1,180,65,10
2,183,65,10
3,185,66,10
4,187,65,10
5,189,66,10
6,191,66,10
7,193,65,10
8,196,65,10
9,197,66,10
10,199,65,10
11,201,65,10
12,203,64,10
13,201,63,13
14,209,63,10
15,213,62,10
16,218,51,10
17,222,41,10
18,224,42,10
19,226,42,10
20,230,48,10
21,234,53,10
22,236,55,10
23,238,55,10
24,241,55,10
25,244,56,10
26,245,56,10
27,247,56,10
28,249,55,10
29,252,56,10
30,254,58,10
31,256,58,10
32,258,60,10
33,260,60,10
34,263,61,10
35,265,62,10
36,267,62,11
37,271,62,10
38,275,60,10
39,275,56,12
40,282,49,10
41,284,49,10
42,286,51,10
43,292,61,10
44,299,71,10
45,301,72,10
46,303,73,10
47,306,73,10
48,310,73,10
49,312,72,10
50,315,72,10
51,317,71,10
52,320,72,10
53,323,72,10
54,326,72,10
55,328,72,10
56,330,72,10
57,333,73,10
58,336,73,10
59,340,72,10
60,343,72,10
61,339,65,15
62,351,56,11
63,356,50,10
64,358,49,10
65,360,48,10
66,365,54,10
67,370,61,10
68,372,61,10
69,374,60,10
70,377,60,10
71,380,59,10
72,382,58,10
73,384,57,10
74,386,57,10
75,388,55,10
76,390,54,10
77,392,54,10
78,394,54,10
79,397,55,10
80,398,54,10
81,401,54,10
82,403,53,10
83,406,53,10
84,408,49,11
85,411,45,11
86,416,40,10
87,418,41,10
88,437,59,22
89,428,60,10
90,431,62,10
91,433,62,10
92,437,64,12
93,438,64,10
94,440,64,10
95,442,64,10
96,444,64,10
97,446,64,10
98,448,64,10
99,451,65,10
100,452,64,10
101,454,64,10
102,456,64,10
103,458,64,10
104,461,63,10
105,464,63,10
106,464,62,12
107,470,59,11
108,478,41,10
109,480,40,10
110,482,41,10
111,486,47,10
112,490,52,10
113,492,54,10
114,494,54,10
115,496,54,10
116,500,56,10
117,502,56,10
118,503,55,10
119,505,55,10
120,507,57,10
121,510,58,10
122,512,59,10
123,514,59,10
124,516,60,10
125,519,62,10
126,521,62,10
127,521,62,12
128,528,61,10
129,533,56,10
130,536,50,10
131,538,50,10
132,540,49,10
133,543,51,10
134,548,61,10
135,554,71,10
136,557,72,10
137,563,73,11
138,564,73,10
139,567,72,10
140,569,72,10
141,572,71,10
142,575,72,10
143,578,71,10
144,581,72,10
145,583,72,10
146,586,72,10
147,588,72,10
148,590,73,10
149,594,72,10
150,599,71,10
151,596,65,14
152,610,49,10
153,612,48,10
154,614,48,10
155,616,47,10
156,620,53,10
157,625,60,10
158,629,60,10
159,634,60,12
160,634,58,10
161,637,57,10
162,639,57,10
163,641,56,10
164,643,55,10
165,646,54,10
166,648,53,10
167,650,53,10
168,652,53,10
169,654,53,10
170,656,53,10
171,656,53,12
172,662,51,10
173,664,45,11
174,669,40,10
175,671,39,10
176,673,39,10
177,675,41,10
178,681,51,10
179,687,61,10
180,689,63,10
181,692,63,10
182,695,64,10
183,696,63,10
184,699,63,10
185,701,63,10
186,703,62,10
187,705,62,10
188,707,63,10
189,709,63,10
190,711,63,10
191,713,63,10
192,716,63,10
193,720,62,10
194,720,60,12
195,725,51,12
196,733,40,10
197,735,40,10
198,737,40,10
199,744,51,11
200,746,52,10
201,748,53,10
202,750,53,10
203,753,53,10
204,755,54,10
205,757,54,10
206,760,53,10
207,762,54,10
208,764,55,10
209,767,56,10
210,769,58,10
211,771,58,10
212,773,59,10
213,776,59,10
214,779,60,10
215,783,60,10
216,784,54,12
217,791,48,10
218,793,47,10
219,796,47,10
220,798,49,10
221,805,59,10
222,811,69,10
223,813,70,10
224,816,70,10
225,820,71,10
226,823,70,10
227,826,70,10
228,829,70,10
229,832,70,10
230,835,70,10
231,837,69,10
232,840,70,10
233,843,70,10
234,846,70,10
235,847,71,11
236,854,71,10
237,860,63,10
238,860,55,12
239,868,48,10
240,870,47,10
241,872,48,10
242,877,53,10
243,882,58,10
244,884,59,10
245,887,59,10
246,890,58,10
247,893,57,10
248,895,56,10
249,898,55,10
250,900,53,10
251,902,53,10
252,904,52,10
253,906,52,10
254,908,53,10
255,908,53,9
256,912,52,10
257,913,51,12
258,921,47,10
259,925,40,10
260,927,39,10
261,929,38,10
262,931,39,10
263,937,49,10
264,943,61,10
265,945,62,10
266,950,62,13
267,951,63,10
268,953,62,10
269,955,62,10
270,957,62,10
271,960,62,10
272,962,63,10
273,964,63,10
274,966,63,10
275,968,62,10
276,970,62,10
277,974,61,10
278,975,59,12
279,982,49,12
280,989,40,10
281,991,39,10
282,993,39,10
283,1002,46,13
284,1001,50,10
285,1005,52,10
286,1007,53,10
287,1010,53,10
288,1012,53,10
289,1014,53,10
290,1016,52,10
291,1019,53,10
292,1022,55,10
293,1024,56,10
294,1026,57,10
295,1028,58,10
296,1031,59,10
297,1034,60,10
298,1038,59,10
299,1043,52,10
300,1048,47,10
301,1050,46,10
302,1052,47,10
303,1055,48,10
304,1061,58,10
305,1067,69,10
306,1071,70,10
307,1075,70,10
308,1078,69,10
309,1081,70,10
310,1084,69,10
311,1086,69,10
312,1090,69,10
313,1093,69,10
314,1096,69,10
315,1099,70,10
